acq_date,grid_id,brightness,bright_t31,frp,day,month,dayofweek,target,lat_grid,lon_grid,temperature_max,temperature_min,precipitation_sum,windspeed_max,humidity_max,humidity_min
2020-02-01,29.6_78.7,314.5,291.25,13.8,1,2,5,0,29.6,78.7,16.5,6.2,0.0,11.6,98,48
2020-02-09,30.2_79.1,307.4,284.6,11.4,9,2,6,0,30.2,79.1,7.2,-1.3,0.0,6.2,79,10
2020-02-12,29.9_79.0,301.3,287.5,5.8,12,2,2,0,29.9,79.0,16.7,2.5,0.0,13.1,75,32
2020-02-13,29.6_78.9,306.2,293.70000000000005,16.45,13,2,3,0,29.6,78.9,25.3,12.2,0.0,12.1,79,48
2020-02-16,30.0_79.0,305.25,290.95,30.05,16,2,6,0,30.0,79.0,16.9,5.8,0.0,10.5,96,35
2020-03-30,30.0_79.3,308.0,295.3,5.6,30,3,0,0,30.0,79.3,21.4,6.9,0.0,10.4,84,41
2020-04-24,29.6_78.9,316.3,303.4,7.9,24,4,4,0,29.6,78.9,30.3,18.8,0.2,9.0,78,36
2020-05-07,30.1_78.7,317.7,301.5,7.7,7,5,3,0,30.1,78.7,21.3,11.4,0.7,10.9,86,43
2020-05-16,30.1_78.7,326.9,310.0,12.9,16,5,5,0,30.1,78.7,27.3,16.9,0.0,10.1,69,35
2020-05-23,30.1_78.7,323.7,308.9,6.7,23,5,5,0,30.1,78.7,29.0,19.8,0.0,12.5,70,30
2020-05-24,29.5_79.5,321.8,309.2,6.5,24,5,6,0,29.5,79.5,32.2,23.9,0.4,11.9,58,28
2020-05-25,29.5_79.5,325.3,312.8,7.4,25,5,0,1,29.5,79.5,32.1,25.8,0.0,10.3,61,27
2020-05-25,30.1_79.4,330.3,305.4,18.0,25,5,0,0,30.1,79.4,29.6,20.8,0.0,7.7,60,25
2020-05-26,30.2_78.7,324.3,310.4,6.2,26,5,1,0,30.2,78.7,30.7,18.5,0.0,8.6,63,24
2020-06-25,30.2_78.8,317.4,299.2,5.7,25,6,3,0,30.2,78.8,29.0,21.4,12.5,7.5,98,71
2020-09-22,29.5_79.1,312.3,295.2,4.8,22,9,1,0,29.5,79.1,31.7,22.9,3.6,8.9,92,59
2020-09-28,30.2_79.0,312.25,298.65,7.6,28,9,0,0,30.2,79.0,24.5,14.4,0.1,7.2,85,41
2020-10-03,29.8_79.4,318.7,303.9,17.4,3,10,5,0,29.8,79.4,24.2,15.1,0.1,10.3,99,61
2020-10-09,30.0_78.7,315.1,303.1,8.5,9,10,4,0,30.0,78.7,28.7,18.5,0.0,8.0,85,47
2020-10-10,30.1_79.5,309.9,299.0,6.7,10,10,5,0,30.1,79.5,25.5,13.8,0.0,4.5,81,27
2020-10-12,29.8_79.2,319.4,304.0,15.8,12,10,0,0,29.8,79.2,27.6,16.6,0.0,11.8,86,45
2020-10-14,29.8_78.9,314.5,301.3,8.3,14,10,2,0,29.8,78.9,27.3,18.0,0.0,9.6,82,53
2020-10-16,29.8_79.3,318.6,305.5,9.55,16,10,4,0,29.8,79.3,27.5,11.9,0.0,12.6,84,32
2020-10-17,29.7_79.4,321.3,307.0,11.5,17,10,5,0,29.7,79.4,27.0,11.7,0.0,12.1,79,28
2020-10-23,29.7_79.3,316.8,303.6,8.8,23,10,4,0,29.7,79.3,27.4,11.9,0.0,12.6,89,32
2020-10-24,29.8_78.9,312.9,298.4,9.2,24,10,5,0,29.8,78.9,25.4,14.1,0.0,10.0,75,37
2020-10-25,29.7_79.4,315.2,304.0,8.2,25,10,6,0,29.7,79.4,24.8,9.9,0.0,13.4,86,31
2020-10-25,29.8_79.0,311.8,299.2,8.3,25,10,6,0,29.8,79.0,17.7,7.8,0.0,10.2,72,38
2020-10-25,29.9_78.8,312.8,302.2,9.0,25,10,6,0,29.9,78.8,26.2,10.3,0.0,8.0,98,39
2020-10-25,30.2_78.7,316.0,302.7,12.2,25,10,6,0,30.2,78.7,23.4,13.5,0.0,9.7,82,37
2020-10-26,29.8_79.0,322.76666666666665,299.1666666666667,56.36666666666667,26,10,0,1,29.8,79.0,16.7,6.0,0.0,13.3,61,24
2020-10-26,29.9_79.0,308.3,297.2,7.2,26,10,0,0,29.9,79.0,19.6,10.7,0.0,14.1,70,24
2020-10-26,30.1_78.7,308.9,297.1,16.0,26,10,0,0,30.1,78.7,21.5,11.8,0.1,8.0,70,25
2020-10-28,29.7_79.2,311.5,301.3,8.3,28,10,2,0,29.7,79.2,23.8,7.4,0.0,12.8,95,32
2020-10-28,29.9_79.0,312.1,299.5,13.4,28,10,2,0,29.9,79.0,21.2,9.8,0.0,9.7,84,29
2020-10-28,30.1_78.9,308.5,297.4,17.4,28,10,2,0,30.1,78.9,23.3,11.6,0.0,9.4,80,31
2020-10-30,29.9_79.4,311.7,300.1,5.5,30,10,4,0,29.9,79.4,26.5,10.5,0.0,11.2,77,32
2020-10-30,30.0_78.9,309.3,297.0,5.8,30,10,4,0,30.0,78.9,18.0,3.8,0.0,15.3,75,28
2020-10-30,30.0_79.3,316.5,300.0,11.0,30,10,4,0,30.0,79.3,22.9,10.2,0.1,8.1,68,32
2020-11-01,29.9_79.0,315.1,298.1,9.3,1,11,6,0,29.9,79.0,21.8,9.7,1.0,14.1,90,40
2020-11-02,29.7_79.3,310.4,297.3,26.8,2,11,0,0,29.7,79.3,23.5,11.7,0.3,13.3,99,59
2020-11-04,29.7_79.4,310.4,296.8,15.2,4,11,2,0,29.7,79.4,22.0,8.5,0.0,12.3,95,43
2020-11-04,30.5_78.6,315.1,299.8,22.2,4,11,2,0,30.5,78.6,21.9,9.0,0.0,6.4,67,27
2020-11-06,29.5_79.5,314.7,302.7,10.5,6,11,4,0,29.5,79.5,23.9,15.1,0.0,6.9,84,28
2020-11-06,29.7_79.3,311.29999999999995,300.65,6.95,6,11,4,0,29.7,79.3,24.5,7.9,0.0,12.8,100,33
2020-11-06,30.0_78.8,309.8,299.4,6.7,6,11,4,0,30.0,78.8,23.9,12.6,0.0,7.8,84,30
2020-11-06,30.4_79.0,306.2,295.1,4.2,6,11,4,0,30.4,79.0,24.8,10.5,0.0,7.2,63,24
2020-11-07,29.9_79.5,302.9,292.5,5.9,7,11,5,0,29.9,79.5,17.6,0.9,0.0,9.3,82,21
2020-11-08,29.7_79.2,315.2,298.5,10.5,8,11,6,0,29.7,79.2,21.0,5.6,0.0,11.2,97,49
2020-11-08,29.8_79.3,310.9,300.8,5.7,8,11,6,0,29.8,79.3,21.9,6.8,0.0,12.2,92,42
2020-11-08,29.9_78.8,307.7,295.7,6.1,8,11,6,0,29.9,78.8,23.1,10.1,0.0,7.6,99,47
2020-11-08,30.2_78.6,329.35,301.45,25.65,8,11,6,0,30.2,78.6,20.9,8.6,0.0,8.2,89,37
2020-11-10,29.9_78.6,308.3,292.0,11.4,10,11,1,0,29.9,78.6,20.5,8.6,0.0,7.1,100,49
2020-11-10,30.2_78.6,308.8,297.1,8.7,10,11,1,0,30.2,78.6,21.7,10.0,0.0,8.1,89,39
2020-11-10,30.3_79.0,300.6,286.9,6.050000000000001,10,11,1,0,30.3,79.0,26.1,12.0,0.0,8.2,81,33
2020-11-11,30.3_78.5,313.0,300.7,22.2,11,11,2,0,30.3,78.5,24.2,11.9,0.0,8.2,92,41
2020-11-12,29.9_78.8,307.6333333333334,294.1666666666667,15.2,12,11,3,0,29.9,78.8,23.6,10.7,0.0,7.8,98,49
2020-11-13,30.2_79.0,304.6,292.4,9.5,13,11,4,0,30.2,79.0,19.6,8.7,0.0,9.7,89,40
2020-11-15,29.7_79.3,309.5,298.4,5.5,15,11,6,0,29.7,79.3,22.8,8.4,0.9,11.6,93,45
2020-11-15,29.7_79.5,311.6,297.0,7.0,15,11,6,0,29.7,79.5,21.0,7.4,0.4,11.8,86,35
2020-11-15,29.9_78.8,313.35,299.65,8.15,15,11,6,0,29.9,78.8,22.5,10.0,1.0,10.1,97,40
2020-11-15,29.9_79.1,312.4,299.5,8.1,15,11,6,0,29.9,79.1,19.1,8.8,0.7,10.3,75,24
2020-11-15,30.1_79.2,320.1,296.8,16.4,15,11,6,0,30.1,79.2,15.8,5.2,0.6,8.8,84,20
2020-11-15,30.2_78.7,311.1,299.2,6.3,15,11,6,0,30.2,78.7,19.9,9.8,0.2,9.3,77,44
2020-11-15,30.2_79.0,307.3,295.8,5.2,15,11,6,0,30.2,79.0,19.2,9.0,0.4,9.4,77,41
2020-11-15,30.3_78.6,313.0,300.3,8.9,15,11,6,0,30.3,78.6,19.8,10.4,0.9,7.1,73,39
2020-11-15,30.5_79.0,308.5,295.6333333333333,7.833333333333333,15,11,6,0,30.5,79.0,14.4,5.9,0.2,10.5,83,25
2020-11-20,30.1_79.5,319.4,291.4,42.0,20,11,4,0,30.1,79.5,15.7,7.0,0.3,7.2,69,24
2020-11-21,30.0_78.7,301.6,289.8,17.1,21,11,5,0,30.0,78.7,19.9,8.8,0.0,7.8,89,32
2020-11-22,30.1_79.3,302.9,291.8,6.7,22,11,6,0,30.1,79.3,11.8,3.2,0.0,6.9,72,23
2020-11-22,30.1_79.5,337.9,295.25,56.7,22,11,6,0,30.1,79.5,15.7,-0.2,0.0,5.5,83,24
2020-11-27,29.6_79.5,304.3666666666667,291.7,15.0,27,11,4,0,29.6,79.5,20.5,6.2,0.0,8.2,72,21
2020-11-27,29.8_79.4,307.2,291.9,23.9,27,11,4,0,29.8,79.4,19.2,4.8,0.0,9.7,70,23
2020-11-27,29.9_78.9,302.4,291.8,6.3,27,11,4,0,29.9,78.9,20.8,3.5,0.0,8.9,77,29
2020-11-27,30.1_78.8,300.1,282.0,7.5,27,11,4,0,30.1,78.8,18.8,10.8,0.0,8.0,51,27
2020-11-27,30.1_78.9,304.4,292.7,13.1,27,11,4,0,30.1,78.9,19.0,6.0,0.0,7.1,68,30
2020-11-27,30.3_79.1,302.6,282.7,8.7,27,11,4,0,30.3,79.1,24.4,5.1,0.0,7.9,80,22
2020-11-28,29.9_78.9,301.0,290.8,9.1,28,11,5,1,29.9,78.9,21.0,5.0,0.0,8.2,81,27
2020-11-29,29.9_79.1,306.6,280.9,16.9,29,11,6,0,29.9,79.1,18.6,7.1,0.0,6.0,73,26
2020-11-29,30.0_79.0,307.1,292.0,10.7,29,11,6,0,30.0,79.0,17.5,5.3,0.0,7.0,74,20
2020-11-30,29.9_79.1,301.7,290.75,20.45,30,11,0,1,29.9,79.1,19.2,6.0,0.0,5.8,76,29
2020-11-30,29.9_79.4,301.3,289.6,7.3,30,11,0,0,29.9,79.4,22.2,8.4,0.0,6.5,79,32
2020-11-30,30.0_78.6,301.6,291.4,5.4,30,11,0,0,30.0,78.6,19.5,11.1,0.0,5.4,81,41
2020-12-01,30.3_78.6,317.3,297.1,13.8,1,12,1,0,30.3,78.6,19.1,7.2,0.0,6.9,91,40
2020-12-02,29.8_79.3,304.1,291.2,4.6,2,12,2,0,29.8,79.3,19.6,5.1,0.0,9.5,92,44
2020-12-02,29.9_78.8,301.1,290.6,3.5,2,12,2,0,29.9,78.8,22.5,8.3,0.0,7.1,100,50
2020-12-02,30.0_78.8,302.6,291.4,4.4,2,12,2,0,30.0,78.8,21.7,9.9,0.0,7.0,100,46
2020-12-03,29.8_79.2,311.5,296.4,8.55,3,12,3,0,29.8,79.2,19.1,8.1,0.0,11.9,86,49
2020-12-03,29.9_78.8,315.7,296.7,13.7,3,12,3,1,29.9,78.8,20.3,6.6,0.0,7.1,100,53
2020-12-03,30.2_79.0,305.8,291.6,7.4,3,12,3,0,30.2,79.0,16.1,6.7,0.0,9.0,88,48
2020-12-05,30.2_79.1,300.5,288.3,7.9,5,12,5,0,30.2,79.1,10.6,2.9,0.0,8.9,82,34
2020-12-06,29.8_78.9,303.70000000000005,292.5,7.399999999999999,6,12,6,0,29.8,78.9,21.4,9.4,0.0,7.9,77,37
2020-12-06,29.9_78.6,305.3,293.6,11.2,6,12,6,0,29.9,78.6,18.7,6.8,0.0,6.7,91,43
2020-12-06,29.9_78.7,302.2,292.0,9.0,6,12,6,0,29.9,78.7,23.8,8.8,0.0,7.2,94,39
2020-12-06,30.2_79.0,331.65,290.5,71.0,6,12,6,0,30.2,79.0,17.0,6.3,0.0,8.5,73,35
2020-12-06,30.2_79.4,302.7,291.7,12.1,6,12,6,0,30.2,79.4,14.0,2.6,0.0,7.9,67,27
2020-12-08,30.0_78.9,311.2,293.1,10.3,8,12,1,0,30.0,78.9,14.2,2.6,0.0,10.9,69,29
2020-12-08,30.2_78.6,326.1,299.6,25.5,8,12,1,0,30.2,78.6,18.9,8.2,0.0,5.6,80,41
2020-12-09,29.8_79.5,302.2,290.3,6.1,9,12,2,0,29.8,79.5,18.6,5.1,0.0,10.7,80,39
2020-12-09,30.1_78.7,317.2,293.0,16.4,9,12,2,0,30.1,78.7,18.9,11.5,0.0,5.1,74,41
2020-12-09,30.3_78.8,304.7,290.2,6.8,9,12,2,0,30.3,78.8,18.0,9.9,0.0,6.9,77,34
2020-12-09,30.4_79.1,300.4,287.9,5.1,9,12,2,0,30.4,79.1,16.3,3.0,0.0,7.0,68,39
2020-12-10,29.7_79.3,303.6,292.4,4.6,10,12,3,0,29.7,79.3,23.0,6.9,0.0,12.9,99,37
2020-12-10,29.9_79.0,309.8,295.7,7.0,10,12,3,0,29.9,79.0,17.3,6.4,0.0,12.4,72,27
2020-12-10,30.0_78.8,312.9,299.7,8.1,10,12,3,0,30.0,78.8,21.2,11.3,0.0,8.3,79,33
2020-12-10,30.1_78.7,307.3,295.2,5.7,10,12,3,1,30.1,78.7,18.3,11.0,0.0,7.2,63,38
2020-12-10,30.3_79.2,313.3,297.5,10.3,10,12,3,0,30.3,79.2,18.4,5.6,0.0,4.6,67,37
2020-12-10,30.4_79.0,315.45,293.45000000000005,14.1,10,12,3,0,30.4,79.0,21.9,9.0,0.0,7.7,73,37
2020-12-11,30.0_79.0,309.4,284.8,10.5,11,12,4,0,30.0,79.0,16.3,4.1,0.0,10.3,69,26
2020-12-11,30.3_78.9,301.65,289.95,3.5,11,12,4,0,30.3,78.9,17.3,7.3,0.0,8.8,67,32
2020-12-17,29.7_79.2,309.7,294.3,8.9,17,12,3,0,29.7,79.2,16.5,-2.2,0.0,11.2,91,28
2020-12-17,30.2_79.0,304.8,291.6,6.4,17,12,3,0,30.2,79.0,13.5,2.8,0.0,7.2,61,19
2020-12-18,30.1_78.7,300.4,289.6,4.0,18,12,4,0,30.1,78.7,15.4,4.6,0.0,5.5,64,19
2020-12-19,29.5_79.3,305.75,286.85,14.1,19,12,5,0,29.5,79.3,14.6,7.6,0.0,6.3,59,15
2020-12-19,29.7_79.0,307.5,292.8,8.2,19,12,5,0,29.7,79.0,17.3,9.7,0.0,7.1,79,26
2020-12-19,29.9_79.1,305.1,292.1,6.3,19,12,5,0,29.9,79.1,15.9,-0.2,0.0,5.9,52,16
2020-12-19,30.0_79.0,303.7,290.1,5.4,19,12,5,0,30.0,79.0,14.8,0.7,0.0,9.1,52,14
2020-12-19,30.4_78.6,314.3,291.7,15.2,19,12,5,0,30.4,78.6,19.9,6.6,0.0,6.6,76,33
2020-12-19,30.4_79.1,305.0,289.5,7.7,19,12,5,0,30.4,79.1,13.7,-3.3,0.0,5.0,54,28
2020-12-22,30.1_78.7,302.9,290.05,10.9,22,12,1,0,30.1,78.7,17.8,7.6,0.0,5.8,69,24
2020-12-22,30.5_79.4,305.2,293.3,16.1,22,12,1,0,30.5,79.4,12.7,-1.7,0.0,5.5,55,27
2020-12-24,29.9_79.0,314.4,293.25,14.2,24,12,3,0,29.9,79.0,14.4,0.8,0.0,9.1,88,23
2020-12-24,30.0_79.0,303.3333333333333,290.3666666666666,6.533333333333334,24,12,3,0,30.0,79.0,13.6,1.4,0.0,8.9,82,25
2020-12-24,30.4_78.6,307.4,296.2,8.0,24,12,3,0,30.4,78.6,19.0,9.6,0.0,7.0,75,38
2020-12-24,30.4_78.9,300.4,288.6,5.5,24,12,3,0,30.4,78.9,15.1,0.5,0.0,10.0,70,23
2020-12-24,30.4_79.3,313.2,291.7,15.6,24,12,3,0,30.4,79.3,16.5,4.2,0.0,6.4,59,23
2020-12-25,30.0_79.0,303.2,284.9,8.8,25,12,4,1,30.0,79.0,15.2,0.8,0.0,9.2,68,18
2020-12-26,29.8_78.8,305.0,292.0,6.6,26,12,5,0,29.8,78.8,14.3,8.8,0.0,6.8,65,10
2020-12-26,29.9_79.1,303.9,287.8,5.8,26,12,5,0,29.9,79.1,17.3,1.0,0.0,6.5,56,15
2020-12-26,30.0_79.0,311.1,292.8,8.9,26,12,5,1,30.0,79.0,16.3,2.4,0.0,9.1,58,11
2020-12-26,30.0_79.3,301.0,285.9,4.6,26,12,5,0,30.0,79.3,17.7,3.3,0.0,7.9,62,19
2020-12-26,30.2_78.7,305.3,291.3,7.0,26,12,5,0,30.2,78.7,16.7,4.4,0.0,8.0,54,15
2020-12-26,30.4_79.1,302.8,277.7,6.8,26,12,5,0,30.4,79.1,15.1,-0.8,0.0,6.3,62,21
2020-12-26,30.4_79.2,300.6,279.7,5.0,26,12,5,0,30.4,79.2,16.1,-2.7,0.0,5.9,66,23
2020-12-27,29.6_78.6,302.5,291.5,4.7,27,12,6,0,29.6,78.6,16.8,5.7,0.0,8.0,79,50
2020-12-27,29.9_79.0,302.6,288.8,6.2,27,12,6,0,29.9,79.0,15.1,1.2,0.0,9.2,74,12
2020-12-27,30.0_79.0,301.6,290.6,4.1,27,12,6,1,30.0,79.0,14.6,1.3,0.0,10.9,66,12
2020-12-27,30.1_79.3,305.8,289.3,50.3,27,12,6,0,30.1,79.3,11.7,-0.0,0.0,9.9,57,11
2020-12-27,30.2_79.1,314.0,294.04999999999995,32.15,27,12,6,0,30.2,79.1,10.9,-0.2,0.0,5.9,51,9
2020-12-27,30.4_78.6,307.1,287.75,8.850000000000001,27,12,6,0,30.4,78.6,18.5,7.6,0.0,7.6,71,35
2020-12-29,29.5_79.4,306.85,292.85,24.55,29,12,1,0,29.5,79.4,10.8,-3.0,0.0,6.9,97,38
2020-12-29,30.4_79.1,303.3,290.0,22.7,29,12,1,0,30.4,79.1,11.9,-2.6,0.0,6.6,67,33
2020-12-29,30.4_79.5,305.25,291.3,28.4,29,12,1,0,30.4,79.5,2.9,-5.1,0.0,7.2,61,2
2020-12-31,30.0_79.4,303.65,289.35,9.9,31,12,3,0,30.0,79.4,13.9,-3.4,0.0,6.1,60,17
2020-12-31,30.2_79.0,300.7,287.8,7.8,31,12,3,0,30.2,79.0,14.7,2.5,0.0,6.5,66,21
2021-01-01,29.5_79.4,304.5,290.7,10.1,1,1,4,0,29.5,79.4,14.2,1.1,0.0,6.6,85,14
2021-01-01,29.5_79.5,300.3,289.7,6.3,1,1,4,0,29.5,79.5,18.7,12.4,0.0,5.5,81,27
2021-01-01,30.1_78.9,300.2,286.5,5.4,1,1,4,0,30.1,78.9,15.7,6.6,0.0,6.1,75,39
2021-01-01,30.5_78.6,305.3,291.0,10.9,1,1,4,0,30.5,78.6,15.2,4.9,0.0,5.5,50,18
2021-01-12,30.0_79.0,303.7,292.6,5.3,12,1,1,0,30.0,79.0,16.4,2.6,0.0,9.4,71,14
2021-01-15,29.9_79.0,306.2,288.3,21.8,15,1,4,0,29.9,79.0,14.8,5.7,0.0,6.3,92,46
2021-01-16,29.5_78.8,303.6,291.8,7.9,16,1,5,0,29.5,78.8,18.3,7.9,0.0,9.1,99,59
2021-01-16,30.2_79.3,305.35,292.5,10.1,16,1,5,0,30.2,79.3,20.8,8.3,0.0,7.0,93,46
2021-01-18,29.7_79.2,305.0,291.8,5.5,18,1,0,0,29.7,79.2,16.9,1.2,0.0,13.5,100,48
2021-01-18,30.1_78.5,303.6,291.6,5.5,18,1,0,0,30.1,78.5,16.4,1.7,0.0,8.8,100,45
2021-01-19,30.1_78.5,303.8,290.7,6.1,19,1,1,1,30.1,78.5,15.6,2.7,0.0,7.6,97,41
2021-01-20,29.8_79.3,311.6,297.6,8.4,20,1,2,0,29.8,79.3,16.5,1.3,0.0,13.3,96,39
2021-01-20,29.8_79.4,308.2,297.2,6.1,20,1,2,0,29.8,79.4,14.5,1.9,0.0,12.4,100,33
2021-01-24,30.5_78.7,300.5,286.7,9.7,24,1,6,0,30.5,78.7,9.6,-1.6,0.9,10.0,84,40
2021-01-25,29.9_79.1,305.0,294.6,6.1,25,1,0,0,29.9,79.1,13.7,0.8,0.0,6.8,84,28
2021-01-25,30.2_79.4,301.5,286.0,7.2,25,1,0,0,30.2,79.4,11.2,-0.7,0.1,5.9,67,21
2021-01-25,30.3_78.7,303.4,291.5,5.0,25,1,0,0,30.3,78.7,15.5,2.1,0.0,6.5,97,43
2021-01-25,30.5_78.7,307.0,291.3,8.7,25,1,0,1,30.5,78.7,9.9,-0.6,0.1,7.1,77,42
2021-01-26,30.2_79.4,303.6,287.2,8.1,26,1,1,1,30.2,79.4,11.6,-0.1,0.0,5.9,64,25
2021-01-27,29.6_79.5,301.5,290.4,4.7,27,1,2,0,29.6,79.5,17.0,-2.7,0.0,9.8,100,20
2021-01-27,29.9_79.3,305.9,293.3,4.4,27,1,2,0,29.9,79.3,18.6,0.9,0.0,10.1,85,16
2021-01-27,30.0_79.3,312.4,292.5,10.95,27,1,2,0,30.0,79.3,16.0,1.0,0.0,11.2,85,17
2021-01-27,30.4_78.7,308.7,293.85,6.8,27,1,2,0,30.4,78.7,16.6,2.3,0.0,5.8,90,32
2021-01-27,30.5_78.6,310.8,294.4,9.3,27,1,2,0,30.5,78.6,14.9,-1.2,0.0,6.0,68,27
2021-01-27,30.5_78.9,306.0,295.0,7.5,27,1,2,0,30.5,78.9,11.4,0.4,0.0,7.7,61,23
2021-01-28,29.6_78.5,301.3,288.3,4.3,28,1,3,0,29.6,78.5,18.2,6.4,0.0,8.1,97,61
2021-01-28,30.1_78.9,308.54999999999995,290.8,9.35,28,1,3,0,30.1,78.9,14.7,0.4,0.0,8.5,100,35
2021-01-28,30.2_79.4,303.4,289.9,37.6,28,1,3,0,30.2,79.4,10.9,-0.3,1.2,9.1,54,20
2021-01-28,30.3_78.9,305.95,286.3,13.55,28,1,3,0,30.3,78.9,13.5,3.4,0.0,7.4,76,31
2021-01-28,30.4_78.9,304.0,288.0,7.1,28,1,3,0,30.4,78.9,14.0,-0.6,0.0,8.9,66,23
2021-01-28,30.5_78.6,303.7,288.1,5.9,28,1,3,1,30.5,78.6,13.8,1.1,0.0,5.3,68,30
2021-01-28,30.5_78.7,303.2,288.2,5.9,28,1,3,0,30.5,78.7,10.3,0.8,0.6,8.3,69,26
2021-01-29,30.1_78.7,308.3,288.0,12.8,29,1,4,0,30.1,78.7,13.3,3.6,0.2,8.5,91,39
2021-01-29,30.1_78.9,316.20000000000005,289.75,20.95,29,1,4,1,30.1,78.9,13.8,3.0,0.0,9.4,100,45
2021-01-29,30.3_79.5,311.3,289.1,12.5,29,1,4,0,30.3,79.5,9.0,-4.2,0.0,8.0,58,19
2021-01-29,30.4_78.5,309.1,294.1,12.4,29,1,4,0,30.4,78.5,16.5,1.6,0.1,7.6,100,36
2021-01-29,30.4_78.9,301.0,289.15,6.15,29,1,4,1,30.4,78.9,13.2,-1.1,0.3,9.3,77,25
2021-01-29,30.5_78.6,302.6,290.7,7.3,29,1,4,1,30.5,78.6,13.3,1.2,0.0,7.0,75,31
2021-01-30,30.4_78.7,302.6,288.2,13.3,30,1,5,0,30.4,78.7,15.6,0.2,0.0,6.1,89,31
2021-01-31,30.0_79.4,313.5,289.2,32.1,31,1,6,0,30.0,79.4,11.8,-5.6,0.0,8.9,100,34
2021-01-31,30.0_79.5,316.1,286.2,37.5,31,1,6,0,30.0,79.5,12.2,-5.2,0.0,8.9,100,34
2021-01-31,30.5_78.7,303.5,289.0,16.2,31,1,6,0,30.5,78.7,10.3,-0.7,0.0,7.3,86,43
2021-02-01,29.9_78.6,307.0,296.6,8.2,1,2,0,0,29.9,78.6,15.3,1.9,0.0,8.0,94,38
2021-02-01,30.0_78.8,322.9,297.9,28.0,1,2,0,0,30.0,78.8,18.0,5.4,0.0,8.8,93,38
2021-02-01,30.1_79.5,308.2,286.1,24.0,1,2,0,0,30.1,79.5,15.5,3.2,0.0,8.2,80,28
2021-02-01,30.2_78.6,307.5,297.1,8.0,1,2,0,0,30.2,78.6,15.2,-0.4,0.0,7.4,99,48
2021-02-01,30.3_78.9,310.2,292.7,14.7,1,2,0,0,30.3,78.9,14.5,0.5,0.0,8.7,87,48
2021-02-01,30.3_79.3,302.0,290.6,6.2,1,2,0,0,30.3,79.3,19.4,8.0,0.0,3.6,58,38
2021-02-01,30.4_78.9,306.7,292.7,9.6,1,2,0,0,30.4,78.9,15.5,-0.1,0.0,7.8,87,42
2021-02-02,29.9_79.1,312.1,289.3,15.3,2,2,1,0,29.9,79.1,17.2,1.6,0.0,13.4,83,12
2021-02-02,30.3_79.3,302.3,282.4,8.7,2,2,1,1,30.3,79.3,21.0,9.0,0.0,7.6,49,29
2021-02-03,29.7_79.2,307.6,296.3,4.9,3,2,2,0,29.7,79.2,18.1,0.6,0.0,10.2,100,32
2021-02-03,29.7_79.4,328.0,298.9,23.5,3,2,2,0,29.7,79.4,17.8,2.0,0.5,9.7,96,31
2021-02-03,29.8_78.7,309.7,294.4,7.5,3,2,2,0,29.8,78.7,19.8,3.5,0.4,14.2,93,31
2021-02-03,29.9_78.8,305.4,291.4,4.6,3,2,2,0,29.9,78.8,20.2,4.8,1.7,8.9,99,30
2021-02-03,29.9_78.9,304.3,292.6,4.0,3,2,2,0,29.9,78.9,18.4,2.6,2.0,11.0,86,26
2021-02-03,30.1_78.9,314.2,291.9,11.6,3,2,2,0,30.1,78.9,15.8,5.1,3.1,6.0,96,39
2021-02-03,30.3_78.8,300.8,289.1,4.1,3,2,2,0,30.3,78.8,14.1,2.5,3.7,7.9,90,32
2021-02-03,30.4_78.7,304.6,292.6,5.5,3,2,2,0,30.4,78.7,16.0,6.6,6.8,7.7,89,41
2021-02-07,29.6_78.8,323.9,294.1,39.4,7,2,6,0,29.6,78.8,19.8,6.6,0.0,6.8,91,45
2021-02-10,29.5_78.8,312.70000000000005,295.4,11.3,10,2,2,0,29.5,78.8,23.5,11.3,0.0,16.3,94,32
2021-02-10,29.7_79.4,318.7333333333333,298.7,16.366666666666667,10,2,2,0,29.7,79.4,18.3,6.2,0.0,14.4,100,39
2021-02-10,30.0_78.7,308.9,297.3,5.6,10,2,2,0,30.0,78.7,20.0,7.9,0.0,7.6,100,35
2021-02-10,30.0_78.8,310.1,298.0,6.0,10,2,2,0,30.0,78.8,19.1,7.0,0.0,7.6,100,35
2021-02-10,30.0_79.4,309.5,298.0,9.1,10,2,2,0,30.0,79.4,14.6,-0.0,0.7,9.3,86,42
2021-02-12,29.6_78.9,311.0,294.2,8.8,12,2,4,0,29.6,78.9,21.9,11.8,0.0,7.6,97,56
2021-02-12,29.7_79.3,306.7,295.0,4.0,12,2,4,0,29.7,79.3,19.9,5.0,0.0,13.0,98,55
2021-02-12,29.9_78.9,312.0,293.8,8.9,12,2,4,0,29.9,78.9,18.4,4.3,0.0,9.0,96,46
2021-02-12,29.9_79.3,310.1,297.9,6.0,12,2,4,0,29.9,79.3,19.6,5.5,0.0,9.4,87,40
2021-02-12,30.1_78.9,329.96666666666664,297.26666666666665,34.6,12,2,4,0,30.1,78.9,18.1,6.4,0.0,8.4,100,50
2021-02-13,29.6_78.6,303.6,291.9,4.3,13,2,5,0,29.6,78.6,22.1,9.5,0.0,10.1,98,54
2021-02-14,29.6_78.9,322.0,294.0,26.3,14,2,6,0,29.6,78.9,22.9,12.0,0.1,8.0,98,51
2021-02-14,30.1_78.8,304.5,291.6,5.5,14,2,6,0,30.1,78.8,16.7,7.4,2.7,7.2,100,58
